rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,rho_8,rho_9,rho_10,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,gt
-6.846978482138487,-4.098063467880597,-2.920460244152035,-1.4468044598708083,-0.5586696198950047,0.11664268051564086,0.9759435761536892,2.8263014901280883,4.460037278218204,13.228700116311595,-1.5197822158688943,-0.31133809405964474,-0.20187616559022176,-0.1247923040646226,-0.05442704161673337,0.01998810835556635,0.10595673954791592,0.20986418999592976,0.3537551236252128,1.593006745300425,-0.5985218253093354,-0.20590713206230088,-0.13151299392376337,-0.07263985171655507,-0.023330569610199414,0.022564006183786733,0.06949654804708771,0.12237506168792656,0.20811354290722028,0.6546204972624973,walk
-7.040343693185802,-3.841328151082874,-2.707906541597758,-1.5397780184476115,-0.48172937074761357,0.3362185029220246,1.0909550690359087,2.127727684486471,3.837817997004345,11.593813353683963,-1.0352827763562042,-0.32238917868456374,-0.20459064426024992,-0.11446534920952289,-0.02877435478993204,0.040785622226007456,0.11053402514976265,0.1855342058358478,0.30922891230505856,1.3902686389155983,-0.5589547772773056,-0.23994703564999736,-0.1379396523611104,-0.05245029474390195,0.002986825508264568,0.04641253093207287,0.08864984058412162,0.13632565731567403,0.19945522309367425,0.5152802529238115,stairsup
-8.825772628389982,-4.073828132779296,-2.9225628581937055,-2.0479673719027662,-1.1052916288229113,0.0377773343407366,1.302899125320229,2.727915702412382,4.836515865373498,13.642438773157506,-1.482928255959031,-0.2853741562836114,-0.18559295916360508,-0.10501707072361247,-0.03868921293386042,0.02623753531598176,0.0969243520907722,0.1766148326618197,0.2905709336711572,1.6282021898310608,-0.6312420156208809,-0.19407923515606812,-0.12451660854081625,-0.07756936663765113,-0.03482756931469544,0.008559361508501673,0.06225840181178288,0.12566172235170536,0.21740202150718801,1.0132194123522997,stairsdown
-3.801921417834352,-0.9152105828413397,-0.5815221445545031,-0.34022966755967055,-0.12304417983993332,0.08862137854065288,0.3121864469855602,0.5683643625222974,0.9308565073947541,6.260276348985659,-1.216813675756636,-0.33213756246351056,-0.17147073622929615,-0.024081646376455268,0.06009928238600449,0.10434684662897045,0.13545712284018413,0.16567617598926984,0.2055772236750218,1.6720861942170437,-0.4689416291340327,-0.13883080859291097,-0.06955717481501439,-0.027908567323493838,0.00245318344130685,0.027155161510034387,0.04876132483408491,0.07115957911512838,0.09970052547063801,0.4952897601808788,bike
-0.4697294609062528,-0.05538189444436448,-0.03326068566796714,-0.018541342319737808,-0.0063154959064828375,0.005688202273642418,0.018272824903315055,0.033233176634182016,0.056452537185135654,0.3997203641435423,-0.1347405728047687,-0.09040015761215059,-0.010208308677209336,0.003007766992983843,0.009928219593517959,0.014629488873988222,0.019508055521748408,0.029621348356666872,0.04534161468005189,0.2123223929783071,-0.07622764640804913,-0.032705543829032346,-0.027096708182909768,-0.01964689086593918,0.005200976834155435,0.011236845761740555,0.014500616828010071,0.017703439995707226,0.02255013596191513,0.12035428125736192,stand
-9.658207633082485,-1.3332637747853688,-0.35968100661650837,-0.17602055239588132,-0.1413313733317061,-0.10751787576499794,-0.05092775151269713,0.2870734154794068,1.5085731941368152,13.297684506582156,-1.3545449360608004,-0.4952077506753748,-0.3774982661131423,-0.16641565092528818,0.03383598769698637,0.1454108704776456,0.22820896730559237,0.2820901605389853,0.4139972203278383,1.7435968199702763,-0.5170410594062301,-0.48064909012976165,-0.4745579386385922,-0.09513959155674934,0.07826007362120557,0.14244737437500699,0.19711372684758666,0.2749432686987606,0.3831179075400861,2.109274874852997,no_task
-0.30669206432196816,-0.04689121350746639,-0.028551975714457,-0.017041881292930938,-0.00656332930780934,0.005378797201656127,0.017490009149820906,0.02875776972218347,0.04729286421335388,0.30185286671699885,-0.7327144429008055,-0.15974832839931963,-0.09439466362448745,-0.054051946885459445,-0.020356843570749517,0.014241177517960835,0.05268372049664283,0.0943263348841269,0.16611871032184833,2.3892728795508713,-0.03345952758574639,-0.00661561234468145,-0.004216699803442733,-0.0023922589032455283,-0.0009304351941362976,0.00046699892576462093,0.0019420132125462508,0.0038435126270704306,0.006952627839328533,0.037418123616717175,sit
-7.524892835147954,-4.490860917276415,-3.0598563753952748,-1.3913410148357332,-0.6079404305640459,0.0703591973753781,0.9293774702222368,2.843731641561263,5.024704927553785,9.913416451580517,-1.5560184457408346,-0.2982306606841678,-0.19094439255344967,-0.11089029069473258,-0.04051567000673993,0.03813353278851934,0.11752245209725275,0.20401307608697564,0.3070424825926614,1.5318648108584187,-0.5881508364036776,-0.21304722114003233,-0.12309567719328485,-0.06774650410756466,-0.024806883791984258,0.016460737366089995,0.06412196963747507,0.1298095680443866,0.22351588170604475,0.5740031294506026,walk
-7.595280488107305,-3.8376997068778858,-2.787137179471478,-1.57374803959115,-0.4873278974560922,0.38895601932832236,1.1019842826260593,2.2016631818872163,3.986808720465728,9.890564816325698,-0.7973459937011979,-0.28863496546073963,-0.17671146265165769,-0.1036998724834936,-0.029855741385397233,0.037952652953677085,0.10481394171706115,0.17911405323802507,0.27680166101490117,1.141923548069328,-0.5261461979066491,-0.20613876491543492,-0.1057106520904082,-0.054837634821155556,-0.014875213642516094,0.023152093872951363,0.06683456146306788,0.12065709350626075,0.19437316059446508,0.5696213439263362,stairsup
-8.532779980149916,-4.210680345475963,-3.051839557425727,-2.1281358599041527,-1.1489249730855136,0.19296900987827925,1.5735128412662327,2.964759343085012,4.853587193487542,11.654990924962352,-1.5105251091143976,-0.2930235282645263,-0.18746514089765737,-0.10382986605778739,-0.028960347130186075,0.03869076886765668,0.10814906542367494,0.18515375310146076,0.28646862119324906,1.457061723707416,-0.6911248589215376,-0.2182082261314669,-0.15049680216451378,-0.09492210562111514,-0.042125760512214616,0.008388591967237402,0.06727810873871465,0.14219663382682024,0.2566428522040738,0.902540063163262,stairsdown
-3.4386120986603954,-0.8994502480212017,-0.5594446607319963,-0.3188895606331137,-0.10972345470286271,0.08505685770513338,0.2958363257309671,0.5445472226122234,0.8999385186967945,5.062452421435442,-0.7928357581027078,-0.30899484287395984,-0.16274367271083176,-0.01982146681868878,0.05961044969288226,0.10012531382339092,0.12696230793063093,0.1523339883465658,0.18455670123166013,0.4798042845625292,-0.3482775204967935,-0.11999385335315704,-0.06124215888331841,-0.028651718538982407,-0.0026046408025695023,0.02046657420401743,0.04129498558615752,0.06156934962347482,0.08896022938549197,0.5995195834824497,bike
-0.592653019664489,-0.058577004684709166,-0.03600849402507045,-0.020786150142322768,-0.007402755264493521,0.005645898355487233,0.019116319178236196,0.035195845230022726,0.05954296997920494,0.8081426961763967,-0.29841855490340224,-0.0948155710066502,-0.013582896049184334,0.0023385631366490134,0.011016051145842781,0.017085877644314934,0.022844731271777524,0.03320661142468345,0.049609513295504004,0.23858552539645672,-0.06274202193379674,-0.031259136367885354,-0.02587524986873202,-0.01759755156962961,0.0063367001757421715,0.010594944990903521,0.013722246564912832,0.01740282513594904,0.022462556502112374,0.11518450223411314,stand
-7.52964556356161,-1.428665021049028,-0.3256121323653858,-0.19322712498934358,-0.161615056407431,-0.12793852633920189,-0.05273479067044562,0.3075876619217155,1.6289452515042395,10.206179606099292,-1.1820387156948777,-0.5786766499154603,-0.4803327584276839,-0.19490973998295175,0.0621641175060616,0.1811014420705222,0.27019236235638794,0.32410310085948374,0.46473742057788603,1.9138951423108226,-0.5079086624609014,-0.45990375520825394,-0.45459690986275303,-0.17131996948895173,0.06786054392054752,0.14950749786765472,0.20614425291282779,0.2835876269497529,0.38795467270021344,0.8619552865824177,no_task
-0.6309878256079475,-0.04291100494975808,-0.025079753493606916,-0.01390282299023582,-0.004297858286234302,0.005046354850280821,0.014786604308945073,0.026176498616706567,0.04286025472437416,0.31066134739054974,-0.5258145345859244,-0.12383359186576715,-0.07625050134584899,-0.0459567234651006,-0.022866156338278598,0.0005213745682028925,0.028206605334761825,0.06238922563262095,0.11799050699299896,2.5895000257327783,-0.04874939520420621,-0.007061552278773926,-0.004502522514617434,-0.0027270189870111164,-0.0011861568776675435,0.00022408209219185876,0.0017494298325619537,0.0035951835602943336,0.00662182170883803,0.3044286097764918,sit
-7.448011743275131,-4.542460887278871,-3.057897873154163,-1.4922198021806086,-0.6861982081501878,0.07912680944323114,0.9821051047774834,2.957096302824068,5.132891452058027,10.15228409738859,-1.3878007211611767,-0.31976806899017746,-0.2059506696952918,-0.12262060230258458,-0.04659750702877406,0.03521493543713622,0.12086001934425186,0.212283022059026,0.33224664660878933,1.4651892282884995,-0.4964157239029894,-0.2048840209761706,-0.11891324509168666,-0.06280346162914541,-0.018038618399582207,0.021113602915161955,0.06070590231805073,0.11774478202407468,0.20929753459135936,0.525678988581274,walk
-7.474582883973165,-3.8865141155845695,-2.8084991956818097,-1.5263611420968601,-0.4305035628421763,0.4049662940048382,1.116744242310686,2.198377013636014,4.005400707107997,10.294640175204139,-0.8390853202792943,-0.31155070774632704,-0.19595855631073422,-0.11320366090131029,-0.03176542042387903,0.03993558109371728,0.1121682479000333,0.19164288300464727,0.2996053978729637,1.174910630766548,-0.5405503965289835,-0.2100467113055453,-0.10113826888506505,-0.04734814567508061,-0.009162326870719717,0.026956514992928393,0.06809910655361151,0.11957050493810062,0.1872702997804775,0.5561297786245969,stairsup
-9.05848235506492,-4.208048670474769,-3.0281333262297183,-2.1081920494957425,-1.1434463860511794,0.19657780134818736,1.5776216801866134,2.9456734125338535,4.817596331405017,12.992706373471206,-1.3347387253498086,-0.30561787084977443,-0.19347665496312214,-0.10798225591933866,-0.031613103676965515,0.038065493810706535,0.1115647805965681,0.1936173384140361,0.2982609991530595,1.6712019078980749,-0.7008556987279155,-0.2001059347014834,-0.13833957741621195,-0.08824994076947823,-0.042885877666337335,0.005356126842382847,0.06169891944885397,0.13397934300673042,0.23978112036991162,0.8613689582624136,stairsdown
-3.560022283551983,-0.9373094610230854,-0.5871403730574247,-0.33595032504522315,-0.11834724511594352,0.08618869583215982,0.3121832848019057,0.5761926468817826,0.9567907895840531,5.397341907602687,-0.7762993314697438,-0.32327733049064566,-0.17170675493871654,-0.02478648987258883,0.060472280632168654,0.10436810986471755,0.133686429024796,0.16042877828087562,0.19411093123443468,0.5056731222986978,-0.40287354947139575,-0.1242132744324736,-0.06102655920850547,-0.026354176802744766,0.001071937598576267,0.02495588341033661,0.04477663454516878,0.064930015451513,0.09079180584675905,0.4653666374016181,bike
-0.7481948348257195,-0.05016753998381418,-0.028824011066102884,-0.01571748810614615,-0.005608864378288558,0.004129993487646644,0.015034680978326165,0.02880224188615621,0.051473856481806024,0.9159528289531487,-0.2851733953464781,-0.09000617958769525,-0.01361780772914764,0.0022300469235986,0.010366716557076855,0.015974224208931104,0.021061495127874932,0.027576760317511745,0.046803296197806404,0.24823464833379089,-0.0716349744103667,-0.030708798415256977,-0.025936159228898248,-0.020574216514387844,0.004008685383137478,0.012873498234199587,0.016020993503410685,0.018891269309319947,0.023043368463918634,0.12208913660264054,stand
-7.859156058154173,-1.5926770767805944,-0.33480652001748723,-0.19491147261824793,-0.17027014550532904,-0.14567684366659783,-0.07499737895301095,0.29076283473545317,1.7957890049931713,18.251829054221357,-1.2528256501913109,-0.3733720467972751,-0.30269610088065424,-0.22196376968596698,-0.03334501734787726,0.08871206197178894,0.18365664890582906,0.23705625875251699,0.3775992772556087,1.8466763040628644,-0.489889889890442,-0.4440670636595177,-0.4386850433978959,-0.4117363448320546,0.07509377388618899,0.16067321449449212,0.21337513461769209,0.2920766675326484,0.37548261737139,1.1178565405737126,no_task
-0.27509190430070163,-0.03236672099859739,-0.019159902121938188,-0.010626308384159344,-0.0033471580748063445,0.0036062605212698884,0.010888667501133042,0.01908691438008603,0.031879213566577747,1.990141161465143,-0.8483290353521212,-0.09444678930526673,-0.05364147616494297,-0.03149399974284661,-0.01117767627585975,0.009481416877146431,0.032627104078412184,0.06415122230782633,0.11437029940939192,2.244772087176732,-0.03846770570662976,-0.007249428334495822,-0.00439686701078941,-0.0025285929538347088,-0.0010343388967614109,0.0004325741309312986,0.0019823086940404314,0.004019493649353903,0.0076937341543307156,0.591595361891786,sit
-7.4070225879418885,-4.509224399434703,-3.099991730568301,-1.7104915756640153,-0.7809985439981642,0.08937619994735968,1.095632472878611,3.1057785902173993,5.091584259697838,12.562816286688273,-1.4302071968903447,-0.3416348160945183,-0.21333480026133814,-0.130390178264058,-0.05711263094021435,0.02301281580920491,0.10877264971338763,0.2185096375619569,0.38061523006446796,1.2822037344156274,-0.5520218569885211,-0.2088894878406638,-0.1341748190318548,-0.07116119250767416,-0.017631533513423614,0.02903454033954933,0.07012137505284655,0.11599856928274155,0.208009180593132,0.5011217503608656,walk
-7.373266518430397,-3.9349305227767877,-2.8269218979972406,-1.5385733718919035,-0.4319655277728227,0.37865511828530707,1.1036556789972547,2.1872951009041017,4.058729126370681,10.662463976350015,-0.9793258222457145,-0.3329317173627996,-0.21067003918047747,-0.11905738741959551,-0.033285553921901606,0.041773685260792226,0.11365354048993503,0.1947402705809721,0.31905777341171926,1.3238149774478492,-0.5752154683126584,-0.23419968404708968,-0.12661507923066995,-0.04655152195533252,0.0034540106321299113,0.0435146213818719,0.08132819761205001,0.12934369367191467,0.19523822649620493,0.5153313947969348,stairsup
-9.216946616124574,-4.276108318975372,-3.025407513387038,-2.100063460997143,-1.1342678720699642,0.08557764374209675,1.4651358917139685,2.969138287604679,4.938296727707385,16.477983059837914,-1.4306308324405284,-0.31100297356056344,-0.1939176366239379,-0.11157006535988136,-0.03682955230874553,0.03464153543828438,0.10929228574772079,0.1978275873424889,0.3106531529823776,1.6615547838027522,-0.6789528612990231,-0.183758488189376,-0.12418641548807696,-0.08067883685989685,-0.03992040905890604,0.0009284832496616602,0.05457581475941575,0.12631594607890584,0.22230899907092605,0.6961552396855109,stairsdown
-4.04277987781452,-1.0048667544163088,-0.6292916143880127,-0.36512875553365376,-0.1255385149749504,0.09803900783229658,0.33437783259126697,0.6081930274157905,1.0236359602598615,11.600164774355965,-1.0384372606400514,-0.3330781903518771,-0.17501120850362073,-0.022685885170486197,0.061180742378915035,0.10428257219763258,0.13433344340280978,0.16484986241924443,0.20476300939947267,1.6985956264331492,-0.49164882373218016,-0.12598049700703173,-0.06307640329744196,-0.02667577234098517,0.0021615673358555965,0.025165219628907276,0.04510126566881434,0.06628384949434485,0.09363603226780359,0.7450978719531925,bike
-0.12355357652708321,-0.03618971182555519,-0.021689196230569863,-0.011920494809075421,-0.0037914581297080474,0.0038235439197702448,0.011715596697268182,0.022745499364132726,0.035394245059903184,0.07349647376836899,-0.08066552294136392,-0.07278792801083667,-0.06994372272283558,-0.06775019221039408,0.031201451810833752,0.03514662683877029,0.03841193246871194,0.04336215284793368,0.06736826905740187,0.07585045075941088,-0.029099502198067007,-0.023696351590767994,-0.021439517021111687,-0.019642049885953305,-0.010346037666059904,-0.005002103284886261,0.023653592800405576,0.02564951545383476,0.027017856189183065,0.032032297201938786,stand
-5.260331833372146,-0.6341911154757689,-0.18348745754282625,-0.09482552797305033,-0.061691342628980905,-0.034385868211218806,0.0007785834000095804,0.10614539463444572,0.6528878748889895,7.395531366155815,-0.7378219745922623,-0.16867881504429771,-0.025126980569320015,0.00777809996447186,0.015568945447697227,0.020683996865860588,0.027009045391039016,0.05772414591550853,0.16600839512332377,0.6875804275808423,-0.37565016066451407,-0.07428995641997149,-0.02448184137263676,-0.008652434592603231,0.0011140732371960338,0.006757045890653068,0.011541615979513309,0.018795480066951864,0.056255917047459136,0.4310687896500407,no_task
-6.384991187987335,-4.254061928157198,-2.825350137323018,-1.3845785613890715,-0.5959789776048261,0.11912963915295194,0.8799295076707097,2.5357420406842763,4.6946643988113,9.507593515102656,-1.0170925610396884,-0.3211031241360479,-0.20303587792834654,-0.12636766706665647,-0.06024261629947922,0.006793356397502115,0.07846333707701617,0.19257572868622558,0.37542573654729255,1.1399955922370624,-0.5234245233237613,-0.2143028795273933,-0.12657415664948346,-0.06997493963654289,-0.021598561024187668,0.02458236755888732,0.07488027438082212,0.12788021397838767,0.19844984142074362,0.47658784753717287,walk
-5.371995951616635,-3.7141418801794073,-2.7558788657846387,-1.6724594966637545,-0.7721671230680673,0.2502122078493354,1.0328900841648636,2.3235538248488687,4.120890669751191,10.428116418732138,-0.6642226225041704,-0.3060662476823536,-0.20201926653220142,-0.12718692195783327,-0.05316968343430968,0.04131024509929347,0.11096464165788093,0.16899379700272224,0.29669784530456167,0.8915323422736638,-0.38276978313410726,-0.20097093949628453,-0.10388392235978261,-0.04459094461083368,0.005780680728165621,0.04347273936172025,0.0728133026783212,0.10643205531708422,0.1564636393545188,0.44311763176759156,stairsup
-6.11268685173893,-3.8900110016104987,-2.3476885596724166,-1.6886637866580898,-0.7039449218541769,0.22997963775846486,1.2470964678595085,2.489454206031457,4.131572074049162,8.725991046858782,-0.6972965234073057,-0.2453254453479027,-0.17552011821784352,-0.09373748759842038,-0.02290899802897039,0.037252766605910925,0.09659028758917765,0.17153014113101064,0.23462562092350575,0.5295498535036232,-0.3384818446660236,-0.15389748853587637,-0.10382338547300674,-0.07516775378417417,-0.04103251311021061,-0.012190770522702676,0.037551321813366845,0.11189218909381471,0.20164330323041646,0.4529289636491648,stairsdown
-1.9540788000936793,-0.9460951564728735,-0.5033333293546232,-0.2840721391937997,-0.08014951126601311,0.05851167753816888,0.22400200919114077,0.4944887849754558,0.7998012767831622,2.496082475703316,-0.5792902216080222,-0.3187336726856052,-0.15507844701943246,-0.056164165091914575,0.03392197338189695,0.07925897887325584,0.11356435017612138,0.14865376306605993,0.223920499746552,0.3891371098231007,-0.3126485681870359,-0.13549714846105432,-0.0783907862661693,-0.03387722690866746,0.0009392099891538663,0.03386339214238654,0.05485227531337755,0.08046726374912794,0.10382757897719819,0.1658416219771498,bike
-0.5795683307853867,-0.0978512379063492,-0.0682443846742995,-0.032591686464717995,-0.00318617908401464,0.0017059826816971935,0.043189143549975384,0.05657200911985605,0.1038716179169743,0.531218335873918,-0.29710606191011035,-0.09747211743823174,-0.021158836546757855,0.007404821292002145,0.007404821292002145,0.007404821292002145,0.03371453854492434,0.03442527047926694,0.058641988695420956,0.22871926363979345,-0.08867415019853264,-0.03594600811905102,-0.02316123962968375,-0.013720336155494284,-0.0007534570172895716,0.00900570827213043,0.011795001849886466,0.02161664433362931,0.031525889443570265,0.1279336541560142,stand
-9.19891114456332,-1.6865554880203764,-0.5721697944503727,-0.2702506089375163,-0.1276497731787689,0.07114952457374635,0.20071391305132913,0.3551682927557547,1.6990767932413746,13.131906797013144,-1.398055664444282,-0.7033173882475791,-0.3343578420417226,-0.029021681969672752,0.08473328882287356,0.17274066235061436,0.23149648506633705,0.30356805842467127,0.4348605036160872,1.743536989145511,-0.5336914813962648,-0.43266211062079507,-0.36271335127417637,-0.06522159029301461,0.03592686993580185,0.07509068346035719,0.14044065350275148,0.2097655181156034,0.31532617287350784,1.0166995147120934,no_task
-0.4757896793692371,-0.13744283035380178,-0.0006167802503487252,-0.0006167802503487252,0.009921018452873298,0.009921018452873298,0.01460093294273257,0.02512276991718565,0.02512276991718565,0.31879325644860934,-0.6213882318353441,-0.10224211758882129,-0.03338562828777658,-0.03338562828777658,-0.03338562828777658,-0.0011387458525226046,0.053352710388208546,0.07335004436135906,0.07335004436135906,2.275225758627585,-0.08595418529991358,-0.009332816789106135,-0.009332816789106135,-0.0031870789118429582,-0.0002366771923472677,-0.0002366771923472677,0.003583417566936517,0.00978658048998958,0.011757779877072397,0.15847860983726048,sit
-6.848735314602013,-4.325362511480988,-3.0567353208213506,-1.3942116149957435,-0.49014541623158436,0.1168084703044503,0.8713091111944067,2.7251505019214477,4.895581605402397,10.199581933339712,-1.5980124537849207,-0.3216861316330456,-0.20481229427351197,-0.11841374491506484,-0.03514460307592697,0.04382043297978766,0.13448032018053277,0.2196397128002395,0.31759113744301704,1.5078810871255486,-0.5860311332982361,-0.22309901898865336,-0.13520279794484052,-0.0764165053022271,-0.029056478778309525,0.015569202329201115,0.06628258869927861,0.13790544685308959,0.2464250107997309,0.588419936290787,walk
-6.66945894685812,-3.880027336323038,-2.7832042845554694,-1.609574704370159,-0.5066204999503423,0.3471582243863196,1.0906548762172523,2.1929271731328406,3.897267208387529,10.776017147679196,-1.0348417187343457,-0.30239141401328046,-0.19394505009118057,-0.11539595736425212,-0.033977673460792335,0.03824083421684331,0.11310068192761019,0.18987257319738823,0.30229970402757833,1.2790052224374233,-0.5938800728638117,-0.22406139772765654,-0.12238425589672142,-0.06443399154147422,-0.019339963976564123,0.023138429429062524,0.07237783716605106,0.13412113474931164,0.2221959531650921,0.5981440394237844,stairsup
-8.125857469545945,-4.171589571075849,-3.0416833679250583,-2.1441885417811823,-1.187344535197992,0.10513585726718233,1.5131462588070068,2.9094485832341483,4.917251078889581,12.655466081114286,-1.6130421143121474,-0.32054544652236217,-0.2120240614855892,-0.12314988667248139,-0.042245787517250756,0.03079477778586858,0.10664416009224656,0.19636353499095027,0.33302503533870653,1.5285505392776457,-0.6278277497145415,-0.24025395697709834,-0.15773450161057395,-0.09769058696004396,-0.04222109840816535,0.009786556034769633,0.06971293526369471,0.14693271571328947,0.2744762913643931,0.7542144768823192,stairsdown
